Page path and screen class,Region,Views,Users,New users,Views per user,Average engagement time,Unique user scrolls,Event count,Conversions,Total revenue
/stigma,Catalonia,2,2,0,1,19,0,8,0,0
/stigma,Central Java,3,2,1,1.5,19,0,9,0,0
/stigma,Chisinau,1,1,0,1,19,0,4,0,0
/stigma,Eastern District,1,1,1,1,19,0,5,0,0
/stigma,Eastern Province,2,1,0,2,19,0,6,0,0
/stigma,Gauteng,1,1,1,1,19,0,5,0,0
/stigma001,Wisconsin,4,2,0,2,19,0,21,0,0
/stigma004,Alabama,3,3,0,1,19,0,9,0,0
/stigma005,Georgia,4,4,1,1,19,0,16,0,0
/stress,Berlin,7,7,5,1,19,0,30,0,0
/stress,Ho Chi Minh City,1,1,0,1,19,0,4,0,0
/stress,La Libertad,3,2,2,1.5,19,0,13,0,0
/stress,Nicosia,3,2,1,1.5,19,0,13,0,0
/stress,Shanghai,1,1,0,1,19,0,3,0,0
/stress,State of Parana,1,1,0,1,19,0,5,0,0
/stress,Tunapuna/Piarco Regional Corporation,1,1,0,1,19,0,3,0,0
/stress001,Wyoming,1,1,0,1,19,0,4,0,0
/stress002,Seoul,1,1,0,1,19,0,4,0,0
/stress006,Ile-de-France,3,2,1,1.5,19,0,11,0,0
/stress006,Misiones Province,2,1,0,2,19,0,8,0,0
/stress007,Minnesota,1,1,0,1,19,0,3,0,0
/stress010,Ile-de-France,1,1,0,1,19,0,2,0,0
/stress013,England,1,1,0,1,19,0,5,0,0
/whoyouare,Saint George Parish,2,1,0,2,19,0,9,0,0
/stigma,Ontario,51,40,14,1.275,18.975,0,218,0,0
/queerness,Arizona,104,87,31,1.1954022988505700,18.96551724137930,0,412,0,0
/gender001,Ontario,14,13,1,1.0769230769230800,18.846153846153800,0,60,0,0
/whoyouare,Nairobi County,7,6,1,1.1666666666666700,18.833333333333300,0,23,0,0
/gender,Prague,7,5,2,1.4,18.8,0,27,0,0
/queerness,San Juan,5,5,2,1,18.8,0,27,0,0
/queerness,Montana,15,13,8,1.1538461538461500,18.76923076923080,0,72,0,0
/queerness,Ohio,115,97,48,1.1855670103092800,18.742268041237100,0,471,0,0
/gender,Pennsylvania,209,148,44,1.412162162162160,18.7027027027027,0,782,0,0
/gender,North Carolina,163,115,47,1.4173913043478300,18.678260869565200,0,644,0,0
/gender012,Alabama,3,3,0,1,18.666666666666700,0,13,0,0
/queer008,Illinois,10,9,2,1.1111111111111100,18.666666666666700,0,41,0,0
/,Colorado,534,487,411,1.0965092402464100,18.657084188911700,0,2599,0,0
/lgbt-center-locator,Oregon,16,16,5,1,18.625,0,96,0,0
/stress002,Georgia,7,8,2,0.875,18.625,0,50,0,0
/gender,Wisconsin,62,53,26,1.169811320754720,18.60377358490570,0,263,0,0
/gender012,Florida,9,5,1,1.8,18.6,0,31,0,0
/queerness,Hawaii,5,5,3,1,18.6,0,21,0,0
/stress007,Virginia,6,5,0,1.2,18.6,0,17,0,0
/stress,Florida,114,85,27,1.3411764705882400,18.58823529411770,0,426,0,0
/stigma,Wisconsin,28,24,13,1.1666666666666700,18.583333333333300,0,127,0,0
/stress,Missouri,53,48,20,1.1041666666666700,18.583333333333300,0,222,0,0
/,Tamil Nadu,6,7,6,0.8571428571428570,18.571428571428600,0,32,0,0
/stigma001,Pennsylvania,21,16,1,1.3125,18.5625,0,94,0,0
/queerness,South Carolina,25,19,6,1.3157894736842100,18.526315789473700,0,95,0,0
/gender,Texas,289,245,127,1.1795918367346900,18.506122448979600,0,1167,0,0
/,Chiapas,2,2,2,1,18.5,0,14,0,0
/about,Rhode Island,2,2,0,1,18.5,0,11,0,0
/gender,North Brabant,2,2,1,1,18.5,0,10,0,0
/gender002,New South Wales,1,2,0,0.5,18.5,0,8,0,0
/gender005,Nevada,2,2,0,1,18.5,0,9,0,0
/gender005,Utah,2,2,0,1,18.5,0,9,0,0
/pronouns101,Hessen,2,2,1,1,18.5,0,13,0,0
/queer003,Northern Ireland,2,2,2,1,18.5,0,7,0,0
/queer008,Alabama,3,2,0,1.5,18.5,0,16,0,0
/queer008,New Mexico,3,2,1,1.5,18.5,0,13,0,0
/queerness,Wellington,2,2,2,1,18.5,0,10,0,0
/stigma,Tamaulipas,2,2,1,1,18.5,0,9,0,0
/stigma002,Arkansas,2,2,1,1,18.5,0,14,0,0
/stigma002,Oregon,4,4,1,1,18.5,0,13,0,0
/stigma005,Buenos Aires,1,2,2,0.5,18.5,0,13,0,0
/stress,San Juan,3,2,0,1.5,18.5,0,9,0,0
/stress,Upper Austria,2,2,2,1,18.5,0,12,0,0
/stress005,California,43,37,3,1.162162162162160,18.486486486486500,0,219,0,0
/stigma001,Indiana,8,7,1,1.1428571428571400,18.428571428571400,0,54,0,0
/stigma008,Illinois,5,5,2,1,18.4,0,34,0,0
/stress,Ile-de-France,5,5,2,1,18.4,0,25,0,0
/gender,Idaho,17,16,7,1.0625,18.375,0,75,0,0
/,Pest County,4,3,3,1.3333333333333300,18.333333333333300,0,16,0,0
/gender002,Iowa,3,3,0,1,18.333333333333300,0,10,0,0
/stress,Hawaii,13,12,4,1.0833333333333300,18.333333333333300,0,47,0,0
/queerness,Texas,225,193,75,1.16580310880829,18.316062176165800,0,936,0,0
/queerness,Virginia,129,113,35,1.1415929203539800,18.300884955752200,0,522,0,0
/,Canterbury,11,7,6,1.5714285714285700,18.285714285714300,0,49,0,0
/,Flanders,9,7,5,1.2857142857142900,18.285714285714300,0,41,0,0
/faq,(not set),7,7,6,1,18.285714285714300,0,33,0,0
/stress,New Mexico,19,19,6,1,18.263157894736800,0,70,0,0
/,Arizona,492,386,308,1.2746113989637300,18.2279792746114,0,2134,0,0
/stigma001,North Carolina,12,10,0,1.2,18.2,0,40,0,0
/stigma010,California,20,10,1,2,18.2,0,76,0,0
/gender,Maine,22,21,5,1.0476190476190500,18.19047619047620,0,93,0,0
/lgbt-center-locator,Wisconsin,13,12,5,1.0833333333333300,18.166666666666700,0,70,0,0
/stigma004,Colorado,6,6,0,1,18.166666666666700,0,19,0,0
/,Catalonia,13,14,11,0.9285714285714290,18.142857142857100,0,72,0,0
/gender001,Indiana,23,19,6,1.2105263157894700,18.105263157894700,0,75,0,0
/queerness,Colorado,124,99,33,1.2525252525252500,18.1010101010101,0,500,0,0
/stress001,Colorado,21,10,2,2.1,18.1,0,113,0,0
/,Maharashtra,22,21,15,1.0476190476190500,18.047619047619000,0,93,0,0
/,Aydin,1,1,1,1,18,0,8,0,0
/,Banska Bystrica Region,1,1,1,1,18,0,6,0,0
/crisis-resources,Northland,1,1,1,1,18,0,7,0,0
/gender,Gauteng,1,1,0,1,18,0,3,0,0
/gender,Porto District,1,1,1,1,18,0,6,0,0
/gender001,Buenos Aires,0,1,0,0,18,0,5,0,0
/gender002,Plzen Region,1,1,0,1,18,0,3,0,0
/gender007,Arizona,6,4,0,1.5,18,0,24,0,0
/gender007,Risaralda,1,1,1,1,18,0,5,0,0
/gender008,State of Rio de Janeiro,3,1,0,3,18,0,10,0,0
/gender009,Gyeonggi-do,1,1,0,1,18,0,4,0,0
/gender009,Tbilisi,1,1,0,1,18,0,6,0,0
/gender010,Santa Cruz Department,1,1,0,1,18,0,3,0,0
/lgbt-center-locator,Odisha,1,1,0,1,18,0,7,0,0
/mental-health-resources,Lombardy,2,2,0,1,18,0,5,0,0
/poster,Attica,1,1,0,1,18,0,7,0,0
/queer00,Ontario,4,4,4,1,18,0,27,0,0
/queer001,Pays de la Loire,1,1,0,1,18,0,5,0,0
/queer001,Pest County,1,1,0,1,18,0,3,0,0
/queer001,San Juan,2,1,0,2,18,0,8,0,0
/queer001,Tunis,1,1,0,1,18,0,6,0,0
/queer002,Bogota,1,1,0,1,18,0,2,0,0
/queer008,Lang Son,1,1,0,1,18,0,4,0,0
/queer010,Florida,2,2,0,1,18,0,6,0,0
/queerness,Carolina,1,1,1,1,18,0,7,0,0
/queerness,Lazio,1,1,0,1,18,0,3,0,0
/queerness,Manitoba,4,3,1,1.3333333333333300,18,0,16,0,0
/queerness,North Dakota,5,5,1,1,18,0,19,0,0
/queerness,Prince Edward Island,2,2,1,1,18,0,8,0,0
/queerness,Rajasthan,1,1,0,1,18,0,4,0,0
/sexuality101,Rhode Island,2,1,0,2,18,0,9,0,0
/sexuality101,Saitama,1,1,0,1,18,0,10,0,0
/stigma,Baghdad Governorate,1,1,0,1,18,0,4,0,0
/stigma001,Alberta,1,1,0,1,18,0,3,0,0
/stigma002,Florida,5,5,0,1,18,0,18,0,0
/stress,Buenos Aires Province,1,1,0,1,18,0,3,0,0
/stress,New Hampshire,17,15,10,1.1333333333333300,18,0,71,0,0
/stress,Pirkanmaa,2,1,0,2,18,0,5,0,0
/stress001,Western Cape,0,1,0,0,18,0,5,0,0
/stress003,Kansas,1,1,0,1,18,0,20,0,0
/stress004,Metro Manila,2,1,0,2,18,0,7,0,0
/stress006,Capital Region of Denmark,1,1,0,1,18,0,6,0,0
/stress009,Northern Ireland,1,1,1,1,18,0,6,0,0
/stress012,Wisconsin,1,1,1,1,18,0,7,0,0
/,Manitoba,17,16,14,1.0625,17.9375,0,92,0,0
/queer001,Alabama,16,13,0,1.2307692307692300,17.923076923076900,0,57,0,0
/stress002,Maryland,12,12,5,1,17.916666666666700,0,67,0,0
/queer001,Illinois,87,73,14,1.1917808219178100,17.904109589041100,0,319,0,0
/,Utrecht,7,7,7,1,17.857142857142900,0,40,0,0
/,Rhode Island,67,47,37,1.425531914893620,17.80851063829790,0,308,0,0
/,Budapest,8,9,7,0.8888888888888890,17.77777777777780,0,43,0,0
/queer001,Utah,14,13,5,1.0769230769230800,17.76923076923080,0,60,0,0
/crisis-resources,Connecticut,4,4,1,1,17.75,0,23,0,0
/gender001,Minnesota,4,4,1,1,17.75,0,18,0,0
/queer007,Ohio,3,4,0,0.75,17.75,0,24,0,0
/gender,Scotland,3,3,1,1,17.666666666666700,0,12,0,0
/gender010,Alberta,4,3,0,1.3333333333333300,17.666666666666700,0,14,0,0
/queer009,Georgia,5,3,0,1.6666666666666700,17.666666666666700,0,14,0,0
/queerness,Eastern Province,3,3,2,1,17.666666666666700,0,16,0,0
/stigma001,Ohio,10,9,4,1.1111111111111100,17.666666666666700,0,51,0,0
/crisis-resources,Virginia,24,24,12,1,17.625,0,122,0,0
/stigma,Oklahoma,5,5,3,1,17.6,0,21,0,0
/lgbt-center-locator,Washington,38,34,5,1.1176470588235300,17.558823529411800,0,202,0,0
/,Nairobi County,11,11,9,1,17.545454545454500,0,55,0,0
/lgbt-center-locator,Ohio,16,13,2,1.2307692307692300,17.53846153846150,0,84,0,0
/gender,Manitoba,2,2,1,1,17.5,0,9,0,0
/gender,New Brunswick,6,4,2,1.5,17.5,0,25,0,0
/queerness,Andalusia,2,2,1,1,17.5,0,11,0,0
/stigma,Berlin,2,2,1,1,17.5,0,9,0,0
/stigma002,Arizona,4,4,0,1,17.5,0,17,0,0
/stigma010,Arizona,2,2,0,1,17.5,0,7,0,0
/stress,Tbilisi,2,2,0,1,17.5,0,6,0,0
/stress001,Minnesota,6,4,0,1.5,17.5,0,27,0,0
/stress010,England,2,2,0,1,17.5,0,6,0,0
/queerness,Utah,38,35,10,1.0857142857142900,17.485714285714300,0,154,0,0
/gender,Alaska,16,11,5,1.4545454545454500,17.454545454545500,0,59,0,0
/queerness,Minnesota,67,54,26,1.2407407407407400,17.444444444444400,0,282,0,0
/stigma,British Columbia,7,7,4,1,17.428571428571400,0,33,0,0
/gender,Connecticut,29,26,9,1.1153846153846200,17.423076923076900,0,110,0,0
/,Missouri,207,199,172,1.0402010050251300,17.42211055276380,0,1027,0,0
/stress001,Texas,41,27,3,1.5185185185185200,17.40740740740740,0,150,0,0
/lgbt-center-locator,Minnesota,11,10,1,1.1,17.4,0,61,0,0
/saferbrowsing,England,5,5,1,1,17.4,0,21,0,0
/stigma,New Mexico,8,8,2,1,17.375,0,31,0,0
/stress,Victoria,9,8,2,1.125,17.375,0,37,0,0
/crisis-resources,Mexico City,4,3,0,1.3333333333333300,17.333333333333300,0,17,0,0
/gender,Maharashtra,3,3,0,1,17.333333333333300,0,9,0,0
/gender006,Nebraska,3,3,0,1,17.333333333333300,0,12,0,0
/gender012,England,3,3,0,1,17.333333333333300,0,12,0,0
/stigma007,Michigan,3,3,0,1,17.333333333333300,0,10,0,0
/,Seoul,7,7,6,1,17.285714285714300,0,37,0,0
/stress007,Florida,7,7,1,1,17.285714285714300,0,26,0,0
/crisis-resources,Rhode Island,6,4,2,1.5,17.25,0,30,0,0
/queerness,District of Columbia,28,23,10,1.2173913043478300,17.217391304347800,0,108,0,0
/stigma,Texas,89,79,31,1.1265822784810100,17.151898734177200,0,374,0,0
/lgbt-center-locator,Illinois,70,59,16,1.1864406779661000,17.135593220339000,0,359,0,0
/stigma,Arizona,41,37,9,1.1081081081081100,17.135135135135100,0,166,0,0
/,New Brunswick,10,10,8,1,17.1,0,47,0,0
/gender006,California,118,89,15,1.3258426966292100,17.089887640449400,0,436,0,0
/queer003,Ohio,12,12,5,1,17.083333333333300,0,56,0,0
/stigma,England,47,37,17,1.2702702702702700,17.08108108108110,0,201,0,0
/queer003,California,95,81,18,1.1728395061728400,17.074074074074100,0,378,0,0
/gender,New York,474,363,155,1.3057851239669400,17.07162534435260,0,1894,0,0
/queerness,Florida,184,143,52,1.2867132867132900,17.034965034965000,0,735,0,0
/,Nuevo Leon,1,1,1,1,17,0,7,0,0
/,Overijssel,5,3,2,1.6666666666666700,17,0,16,0,0
/about,Manitoba,1,1,1,1,17,0,7,0,0
/gender,County Dublin,3,2,0,1.5,17,0,9,0,0
/gender,Lang Son,1,1,0,1,17,0,4,0,0
/gender001,Alberta,5,3,0,1.6666666666666700,17,0,15,0,0
/gender001,Massachusetts,30,26,6,1.1538461538461500,17,0,115,0,0
/gender002,Chiang Mai,1,1,1,1,17,0,8,0,0
/gender002,Jalisco,3,2,0,1.5,17,0,14,0,0
/gender003,Boyaca,1,1,0,1,17,0,3,0,0
/gender006,Valencian Community,1,1,0,1,17,0,2,0,0
/gender008,Hawaii,2,1,1,2,17,0,6,0,0
/gender010,Galicia,2,1,0,2,17,0,9,0,0
/gender011,Michigan,1,1,0,1,17,0,4,0,0
/gender012,Capital Region of Denmark,1,1,0,1,17,0,8,0,0
/gender101,Montana,3,3,2,1,17,0,13,0,0
/gender101,Tokyo,1,1,1,1,17,0,5,0,0
/lgbt-center-locator,Budapest,1,1,0,1,17,0,7,0,0
/poster,Greater Accra Region,1,1,0,1,17,0,6,0,0
/queer001,Borsod-Abauj-Zemplen,1,1,0,1,17,0,4,0,0
/queer001,New South Wales,5,4,0,1.25,17,0,18,0,0
/queer002,Riyadh Province,1,1,0,1,17,0,10,0,0
/queer007,Alberta,2,2,1,1,17,0,17,0,0
/queerness,Hai Phong,1,1,0,1,17,0,5,0,0
/queerness,Maine,23,22,6,1.0454545454545500,17,0,92,0,0
/queerness,Vienna,2,1,1,2,17,0,7,0,0
/saferbrowsing,North Dakota,1,1,1,1,17,0,6,0,0
/saved,Overijssel,1,1,0,1,17,0,6,0,0
/stigma,Araucania,0,1,0,0,17,0,2,0,0
/stigma,East Berbice-Corentyne,1,1,0,1,17,0,6,0,0
/stigma,Flanders,1,1,0,1,17,0,4,0,0
/stigma,Riyadh Province,1,1,0,1,17,0,3,0,0
/stigma001,Jalisco,2,1,0,2,17,0,7,0,0
/stigma001,Maine,1,2,0,0.5,17,0,5,0,0
/stigma002,Eastern District,1,1,1,1,17,0,7,0,0
/stigma003,Plaines Wilhems District,1,1,1,1,17,0,7,0,0
/stigma004,British Columbia,1,1,0,1,17,0,6,0,0
/stigma008,Oregon,1,1,0,1,17,0,3,0,0
/stress,Baja California Sur,1,1,0,1,17,0,3,0,0
/stress,Brussels,1,1,0,1,17,0,3,0,0
/stress,Riau,2,2,1,1,17,0,9,0,0
/stress,Waikato,1,1,1,1,17,0,6,0,0
/stress,West Bengal,1,1,0,1,17,0,3,0,0
/stress001,Calabarzon,1,1,0,1,17,0,5,0,0
/stress006,Cairo Governorate,1,1,0,1,17,0,4,0,0
/stress006,South Carolina,1,1,0,1,17,0,3,0,0
/stress009,Washington,2,2,2,1,17,0,10,0,0
/stress012,Virginia,1,1,0,1,17,0,5,0,0
/stress013,Arizona,1,1,0,1,17,0,4,0,0
/stress013,Hawaii,1,1,0,1,17,0,4,0,0
/whoyouare,Westmoreland Parish,1,1,1,1,17,0,6,0,0
/gender003,New York,37,32,6,1.15625,16.96875,0,149,0,0
/queer009,California,23,12,1,1.9166666666666700,16.916666666666700,0,81,0,0
/gender,Louisiana,37,31,15,1.1935483870967700,16.903225806451600,0,141,0,0
/queerness,Wisconsin,61,48,26,1.2708333333333300,16.895833333333300,0,270,0,0
/gender006,New Jersey,12,9,0,1.3333333333333300,16.88888888888890,0,45,0,0
/gender,Florida,192,160,68,1.2,16.85,0,771,0,0
/,Alabama,228,193,158,1.1813471502590700,16.77720207253890,0,1004,0,0
/about,Kansas,4,4,2,1,16.75,0,16,0,0
/stress001,Missouri,10,8,2,1.25,16.75,0,47,0,0
/gender001,Colorado,31,25,4,1.24,16.72,0,131,0,0
/gender,New Hampshire,21,19,9,1.105263157894740,16.68421052631580,0,91,0,0
/gender006,(not set),3,3,2,1,16.666666666666700,0,14,0,0
/mental-health-resources,Montana,3,3,1,1,16.666666666666700,0,17,0,0
/queer001,Arkansas,3,3,1,1,16.666666666666700,0,13,0,0
/queer001,Michigan,32,30,5,1.0666666666666700,16.666666666666700,0,123,0,0
/queer001,Montana,6,6,3,1,16.666666666666700,0,27,0,0
/queer006,Washington,3,3,0,1,16.666666666666700,0,21,0,0
/stigma001,Georgia,13,12,2,1.0833333333333300,16.666666666666700,0,67,0,0
/stigma005,Minnesota,3,3,0,1,16.666666666666700,0,11,0,0
/stress,New South Wales,8,6,1,1.3333333333333300,16.666666666666700,0,29,0,0
/stress001,Auvergne-Rhone-Alpes,3,3,3,1,16.666666666666700,0,21,0,0
/stress004,Arizona,3,3,0,1,16.666666666666700,0,11,0,0
/stress007,British Columbia,3,3,1,1,16.666666666666700,0,16,0,0
/,Quebec,57,48,42,1.1875,16.625,0,279,0,0
/,Capital Region of Denmark,14,10,7,1.4,16.6,0,70,0,0
/gender002,Pennsylvania,36,28,2,1.2857142857142900,16.571428571428600,0,123,0,0
/guidemap,New York,12,7,3,1.7142857142857100,16.571428571428600,0,55,0,0
/gender001,Valencian Community,2,2,0,1,16.5,0,7,0,0
/gender004,Montana,2,2,0,1,16.5,0,6,0,0
/gender009,Iowa,2,2,0,1,16.5,0,7,0,0
/gender012,(not set),5,2,0,2.5,16.5,0,17,0,0
/queer003,Washington,22,20,4,1.1,16.5,0,96,0,0
/queer008,Rhode Island,2,2,1,1,16.5,0,10,0,0
/queerness,Nouvelle-Aquitaine,2,2,0,1,16.5,0,9,0,0
/spreadtheword,Kansas,4,4,3,1,16.5,0,24,0,0
/stigma008,Utah,2,2,2,1,16.5,0,15,0,0
/stress,Calabarzon,2,2,0,1,16.5,0,8,0,0
/stress,Canterbury,3,2,1,1.5,16.5,0,11,0,0
/stress,Mississippi,6,6,2,1,16.5,0,21,0,0
/stress002,Jalisco,2,2,0,1,16.5,0,10,0,0
/stress005,Ohio,2,2,0,1,16.5,0,23,0,0
/gender,Minnesota,63,54,23,1.1666666666666700,16.48148148148150,0,245,0,0
/gender,Iowa,19,15,6,1.2666666666666700,16.466666666666700,0,68,0,0
/,Cluj County,27,18,17,1.5,16.444444444444400,0,116,0,0
/stigma,Minnesota,17,15,7,1.1333333333333300,16.4,0,76,0,0
/queer008,Arizona,8,8,1,1,16.375,0,33,0,0
/gender001,Washington,46,43,7,1.069767441860470,16.348837209302300,0,180,0,0
/gender001,Jalisco,4,3,1,1.3333333333333300,16.333333333333300,0,16,0,0
/stigma,Nova Scotia,3,3,1,1,16.333333333333300,0,12,0,0
/stress004,Missouri,3,3,1,1,16.333333333333300,0,13,0,0
/whoyouare,Montana,6,3,1,2,16.333333333333300,0,19,0,0
/poster,California,63,61,6,1.0327868852459000,16.327868852459000,0,287,0,0
/stress001,Pennsylvania,40,28,5,1.4285714285714300,16.321428571428600,0,210,0,0
/,New York,1816,1584,1340,1.1464646464646500,16.31628787878790,0,8620,0,0
/gender006,Missouri,15,13,2,1.1538461538461500,16.307692307692300,0,55,0,0
/,Kentucky,94,84,64,1.119047619047620,16.297619047619000,0,437,0,0
/queer007,Texas,9,7,2,1.2857142857142900,16.285714285714300,0,34,0,0
/about,Alberta,4,4,1,1,16.25,0,15,0,0
/gender002,Alabama,12,8,0,1.5,16.25,0,42,0,0
/gender007,California,32,30,11,1.0666666666666700,16.2,0,136,0,0
/lgbt-center-locator,(not set),5,5,2,1,16.2,0,35,0,0
/stress004,California,54,45,7,1.2,16.2,0,229,0,0
/stress004,Colorado,5,5,1,1,16.2,0,23,0,0
/crisis-resources,Colorado,19,19,9,1,16.157894736842100,0,102,0,0
/gender001,Illinois,88,77,19,1.1428571428571400,16.155844155844200,0,353,0,0
/spreadtheword,Ohio,13,13,8,1,16.153846153846200,0,78,0,0
/stress001,Virginia,18,14,2,1.2857142857142900,16.142857142857100,0,68,0,0
/gender001,Louisiana,8,8,0,1,16.125,0,32,0,0
/stigma005,California,32,22,1,1.4545454545454500,16.09090909090910,0,103,0,0
/queerness,Iowa,21,20,11,1.05,16.05,0,92,0,0
/,Utah,138,133,111,1.037593984962410,16.030075187969900,0,653,0,0
/,Johor,1,1,1,1,16,0,5,0,0
/,Santa Fe Province,1,1,1,1,16,0,8,0,0
/,Thuringia,4,4,3,1,16,0,19,0,0
/about,British Columbia,4,4,3,1,16,0,23,0,0
/cookiepolicy,Oregon,2,2,2,1,16,0,11,0,0
/crisis-resources,Nevada,2,2,0,1,16,0,8,0,0
/crisis-resources,Vilnius County,1,1,0,1,16,0,4,0,0
/gender,New South Wales,11,11,4,1,16,0,42,0,0
/gender001,Australian Capital Territory,2,1,0,2,16,0,7,0,0
/gender001,Rhode Island,2,1,0,2,16,0,8,0,0
/gender002,Shumen Province,0,1,0,0,16,0,1,0,0
/gender003,(not set),1,1,0,1,16,0,7,0,0
/gender006,Jalisco,2,2,0,1,16,0,7,0,0
/gender007,Missouri,4,4,0,1,16,0,14,0,0
/gender008,West Java,0,1,0,0,16,0,3,0,0
/gender009,Ile-de-France,1,1,0,1,16,0,3,0,0
/gender01,Washington,1,1,0,1,16,0,3,0,0
/gender010,Ontario,6,6,1,1,16,0,29,0,0
/gender101,Veracruz,1,1,0,1,16,0,5,0,0
/lgbt-center-locator,Makkah Province,1,1,0,1,16,0,6,0,0
/mental-health-resources,Rhode Island,2,2,1,1,16,0,14,0,0
/queer001,Vienna,1,1,0,1,16,0,4,0,0
/queer003,Centre-Val de Loire,1,1,0,1,16,0,4,0,0
/queer003,Pest County,3,1,0,3,16,0,15,0,0
/queer004,(not set),3,3,2,1,16,0,11,0,0
/queer006,Maharashtra,1,1,0,1,16,0,5,0,0
/queer008,Bourgogne-Franche-Comte,1,1,0,1,16,0,4,0,0
/queer008,Capital Region of Denmark,1,1,0,1,16,0,5,0,0
/queer008,South Holland,1,1,1,1,16,0,6,0,0
/queer009,Flanders,2,1,0,2,16,0,5,0,0
/queerness,County Cork,1,1,1,1,16,0,5,0,0
/queerness,Hawke's Bay,1,1,0,1,16,0,4,0,0
/rejection,Rhode Island,1,1,0,1,16,0,6,0,0
/saferbrowsing,County Dublin,1,1,0,1,16,0,4,0,0
/saved,Catalonia,1,1,0,1,16,0,4,0,0
/sexuality101,Lodz Voivodeship,1,1,0,1,16,0,6,0,0
/stigma,Bratislava Region,1,1,1,1,16,0,6,0,0
/stigma,Federal Capital Territory,1,1,0,1,16,0,4,0,0
/stigma,Tunapuna/Piarco Regional Corporation,1,1,0,1,16,0,3,0,0
/stigma001,Capital Region of Denmark,2,1,0,2,16,0,8,0,0
/stigma001,Mexico City,3,3,0,1,16,0,17,0,0
/stigma003,Nevada,2,2,0,1,16,0,7,0,0
/stigma005,Jalisco,1,1,0,1,16,0,3,0,0
/stress,Baja California,2,2,1,1,16,0,7,0,0
/stress,Dubai,1,1,1,1,16,0,5,0,0
/stress,Kyiv city,1,1,0,1,16,0,4,0,0
/stress002,Manitoba,1,1,0,1,16,0,2,0,0
/stress002,Nevada,1,1,0,1,16,0,5,0,0
/stress002,Thuringia,1,1,0,1,16,0,4,0,0
/stress005,Porto District,1,1,1,1,16,0,11,0,0
/stress005,Wisconsin,4,4,2,1,16,0,19,0,0
/stress007,Mugla,1,1,0,1,16,0,5,0,0
/stress008,Maryland,1,1,0,1,16,0,6,0,0
/stress009,Telangana,1,1,0,1,16,0,4,0,0
/stress010,Maryland,1,1,0,1,16,0,4,0,0
/stress012,Maine,1,2,0,0.5,16,0,9,0,0
/stress013,Ohio,1,1,0,1,16,0,2,0,0
/whoyouare,Riau,2,1,0,2,16,0,4,0,0
/whoyouare,South District,1,1,0,1,16,0,4,0,0
/,Washington,772,710,602,1.087323943661970,15.970422535211300,0,3586,0,0
/stress,Oklahoma,17,14,3,1.2142857142857100,15.928571428571400,0,59,0,0
/,Florida,732,645,547,1.1348837209302300,15.925581395348800,0,3297,0,0
/queerness,New Hampshire,14,12,3,1.1666666666666700,15.916666666666700,0,58,0,0
/stress,Jalisco,14,7,1,2,15.857142857142900,0,52,0,0
/queer010,Massachusetts,6,6,3,1,15.833333333333300,0,26,0,0
/gender003,Missouri,5,5,0,1,15.8,0,19,0,0
/queerness,Delhi,7,5,4,1.4,15.8,0,33,0,0
/queerness,New South Wales,13,13,3,1,15.76923076923080,0,51,0,0
/stigma004,Michigan,4,4,0,1,15.75,0,22,0,0
/,Queensland,54,50,43,1.08,15.72,0,263,0,0
/gender009,Alabama,9,7,0,1.2857142857142900,15.714285714285700,0,28,0,0
/gender001,Virginia,36,34,6,1.0588235294117600,15.705882352941200,0,138,0,0
/,La Libertad,4,3,2,1.3333333333333300,15.666666666666700,0,18,0,0
/gender012,Indiana,3,3,0,1,15.666666666666700,0,13,0,0
/queer001,Mississippi,3,3,0,1,15.666666666666700,0,16,0,0
/stigma,Tokyo,3,3,2,1,15.666666666666700,0,13,0,0
/stress,District of Columbia,29,27,11,1.0740740740740700,15.666666666666700,0,107,0,0
/stress001,Idaho,3,3,0,1,15.666666666666700,0,15,0,0
/whoyouare,Utah,8,6,1,1.3333333333333300,15.666666666666700,0,27,0,0
/gender002,Wisconsin,9,8,3,1.125,15.625,0,32,0,0
/stigma,Maharashtra,10,8,3,1.25,15.625,0,37,0,0
/gender003,Michigan,5,5,0,1,15.6,0,23,0,0
/queerness,New York,393,329,123,1.1945288753799400,15.598784194528900,0,1651,0,0
/,Alaska,30,28,20,1.0714285714285700,15.571428571428600,0,139,0,0
/queerness,Capital Region of Denmark,9,7,4,1.2857142857142900,15.571428571428600,0,39,0,0
/stress,North Holland,8,7,3,1.1428571428571400,15.571428571428600,0,30,0,0
/stigma,Virginia,57,47,15,1.2127659574468100,15.51063829787230,0,220,0,0
/gender003,South Carolina,4,4,1,1,15.5,0,21,0,0
/gender003,Wisconsin,2,2,1,1,15.5,0,11,0,0
/poster,Punjab,1,2,1,0.5,15.5,0,7,0,0
/queerness,Tbilisi,2,2,0,1,15.5,0,6,0,0
/queerness,Tunis,3,2,1,1.5,15.5,0,8,0,0
/saferbrowsing,Nevada,4,4,2,1,15.5,0,23,0,0
/sexuality101,Ile-de-France,2,2,2,1,15.5,0,11,0,0
/stigma001,Idaho,2,2,0,1,15.5,0,14,0,0
/stigma007,Washington,2,2,1,1,15.5,0,11,0,0
/stress,Chandigarh,2,2,1,1,15.5,0,8,0,0
/spreadtheword,Texas,66,62,52,1.064516129032260,15.483870967741900,0,288,0,0
/stress009,California,31,17,2,1.8235294117647100,15.470588235294100,0,115,0,0
